index,token,order,concept_token,token_classifier,idphrase,concept,id_trial,cuid,umlstokens,concept_phrase_type,lang_token,weightuser
,NSCLC,0,DISEASE,jnlpba,"A Phase II, Multi-center, Open-label, Five-arm Study to Evaluate the Efficacy and Safety of Oral Ceritinib Treatment for Patients With ALK-positive Non-small Cell Lung Cancer (NSCLC) Metastatic to the Brain and/or to Leptomeninges",pediatric_use,NCT02336451,C0007131,Non-Small Cell Lung Carcinoma,FDA,en,0
,NK-cell Neoplasms,0,CANCER,bionlp,"A Phase 2, Open-Label Study of BGB-A317 in Patients With Relapsed or Refractory Mature T- and NK-cell Neoplasms",pediatric_use,NCT03493451,C1334640,Mature T-Cell and NK-Cell Neoplasm,FDA,en,0
,Leptomeninges,0,DISEASE,jnlpba,"A Phase II, Multi-center, Open-label, Five-arm Study to Evaluate the Efficacy and Safety of Oral Ceritinib Treatment for Patients With ALK-positive Non-small Cell Lung Cancer (NSCLC) Metastatic to the Brain and/or to Leptomeninges",pediatric_use,NCT02336451,C0228126,Leptomeninges,FDA,en,0
,Five-arm,0,SIMPLE_CHEMICAL,bionlp,"A Phase II, Multi-center, Open-label, Five-arm Study to Evaluate the Efficacy and Safety of Oral Ceritinib Treatment for Patients With ALK-positive Non-small Cell Lung Cancer (NSCLC) Metastatic to the Brain and/or to Leptomeninges",pediatric_use,NCT02336451,,,FDA,en,0
,Oral,0,ORGAN,bionlp,"A Phase II, Multi-center, Open-label, Five-arm Study to Evaluate the Efficacy and Safety of Oral Ceritinib Treatment for Patients With ALK-positive Non-small Cell Lung Cancer (NSCLC) Metastatic to the Brain and/or to Leptomeninges",pediatric_use,NCT02336451,C0226896,Oral cavity,FDA,en,0
,Patients,0,ORGANISM,bionlp,"A Phase II, Multi-center, Open-label, Five-arm Study to Evaluate the Efficacy and Safety of Oral Ceritinib Treatment for Patients With ALK-positive Non-small Cell Lung Cancer (NSCLC) Metastatic to the Brain and/or to Leptomeninges",pediatric_use,NCT02336451,C0030705,Patients,FDA,en,0
,ALK-positive Non-small Cell Lung Cancer,0,CANCER,bionlp,"A Phase II, Multi-center, Open-label, Five-arm Study to Evaluate the Efficacy and Safety of Oral Ceritinib Treatment for Patients With ALK-positive Non-small Cell Lung Cancer (NSCLC) Metastatic to the Brain and/or to Leptomeninges",pediatric_use,NCT02336451,C0007131,Non-Small Cell Lung Carcinoma,FDA,en,0
,NSCLC,0,CANCER,bionlp,"A Phase II, Multi-center, Open-label, Five-arm Study to Evaluate the Efficacy and Safety of Oral Ceritinib Treatment for Patients With ALK-positive Non-small Cell Lung Cancer (NSCLC) Metastatic to the Brain and/or to Leptomeninges",pediatric_use,NCT02336451,C0007131,Non-Small Cell Lung Carcinoma,FDA,en,0
,Brain,0,ORGAN,bionlp,"A Phase II, Multi-center, Open-label, Five-arm Study to Evaluate the Efficacy and Safety of Oral Ceritinib Treatment for Patients With ALK-positive Non-small Cell Lung Cancer (NSCLC) Metastatic to the Brain and/or to Leptomeninges",pediatric_use,NCT02336451,C0006104,Brain,FDA,en,0
,Stannous Fluoride,0,CHEBI,craft,A Proof of Principal Study to Investigate the Stain Control of Two Stannous Fluoride Dentifrices,warnings,NCT03160703,C0038143,stannous fluoride,FDA,en,0
,Stannous Fluoride Dentifrices,0,DNA,jnlpba,A Proof of Principal Study to Investigate the Stain Control of Two Stannous Fluoride Dentifrices,warnings,NCT03160703,C0038143,stannous fluoride,FDA,en,0
,Stannous Fluoride,0,CHEMICAL,jnlpba,A Proof of Principal Study to Investigate the Stain Control of Two Stannous Fluoride Dentifrices,warnings,NCT03160703,C0038143,stannous fluoride,FDA,en,0
,Stannous Fluoride,0,SIMPLE_CHEMICAL,bionlp,A Proof of Principal Study to Investigate the Stain Control of Two Stannous Fluoride Dentifrices,warnings,NCT03160703,C0038143,stannous fluoride,FDA,en,0
,Oxaliplatin,0,CHEBI,craft,A Phase II Study of Oxaliplatin in Urothelial Cancer,pediatric_use,NCT00004203,C0069717,oxaliplatin,FDA,en,0
,Oxaliplatin,0,PROTEIN,jnlpba,A Phase II Study of Oxaliplatin in Urothelial Cancer,pediatric_use,NCT00004203,C0069717,oxaliplatin,FDA,en,0
,Oxaliplatin,0,CHEMICAL,jnlpba,A Phase II Study of Oxaliplatin in Urothelial Cancer,pediatric_use,NCT00004203,C0069717,oxaliplatin,FDA,en,0
,Urothelial Cancer,0,DISEASE,jnlpba,A Phase II Study of Oxaliplatin in Urothelial Cancer,pediatric_use,NCT00004203,C4049507,Recurrent Urothelial Carcinoma,FDA,en,0
,Oxaliplatin,0,SIMPLE_CHEMICAL,bionlp,A Phase II Study of Oxaliplatin in Urothelial Cancer,pediatric_use,NCT00004203,C0069717,oxaliplatin,FDA,en,0
,Urothelial Cancer,0,CANCER,bionlp,A Phase II Study of Oxaliplatin in Urothelial Cancer,pediatric_use,NCT00004203,C4049507,Recurrent Urothelial Carcinoma,FDA,en,0
,Skin,0,ORGAN,bionlp,CLinical Evaluation of ANtiseptic Skin Preparation in Revision Total Joint Arthroplasty of the Hip and Knee - A Vanguard Randomized Controlled Registry Trial (CLEAN Joint Trial),adverse_reactions,NCT05828810,C0444099,Skin Specimen,FDA,en,0
,Joint,0,MULTI_TISSUE_STRUCTURE,bionlp,CLinical Evaluation of ANtiseptic Skin Preparation in Revision Total Joint Arthroplasty of the Hip and Knee - A Vanguard Randomized Controlled Registry Trial (CLEAN Joint Trial),adverse_reactions,NCT05828810,,,FDA,en,0
,Knee - A,0,CANCER,bionlp,CLinical Evaluation of ANtiseptic Skin Preparation in Revision Total Joint Arthroplasty of the Hip and Knee - A Vanguard Randomized Controlled Registry Trial (CLEAN Joint Trial),adverse_reactions,NCT05828810,C0022742,Knee,FDA,en,0
,Serotonin,0,CHEMICAL,jnlpba,Effectiveness of Selective Serotonin Reuptake Inhibitors Combined With Antipsychotic Medication for the Treatment of Psychotic Depression,warnings,NCT00056472,C0036751,serotonin,FDA,en,0
,Psychotic Depression,0,DISEASE,jnlpba,Effectiveness of Selective Serotonin Reuptake Inhibitors Combined With Antipsychotic Medication for the Treatment of Psychotic Depression,warnings,NCT00056472,C0743072,"Depression, psychotic",FDA,en,0
,Serotonin Reuptake,0,GENE_OR_GENE_PRODUCT,bionlp,Effectiveness of Selective Serotonin Reuptake Inhibitors Combined With Antipsychotic Medication for the Treatment of Psychotic Depression,warnings,NCT00056472,C1621749,5-hydroxytryptamine uptake,FDA,en,0
,R-CHOP-like,0,GGP,craft,"A Phase 3, Open-label, Multicenter, Randomized Study of Sequential Zevalin (Ibritumomab Tiuxetan) Versus Observation in Patients at Least 60 Years of Age With Newly Diagnosed Diffuse Large B-cell Lymphoma in PET-negative Complete Remission After R-CHOP or R-CHOP-like Therapy",geriatric_use,NCT01510184,,,FDA,en,0
,B-cell Lymphoma,0,DISEASE,jnlpba,"A Phase 3, Open-label, Multicenter, Randomized Study of Sequential Zevalin (Ibritumomab Tiuxetan) Versus Observation in Patients at Least 60 Years of Age With Newly Diagnosed Diffuse Large B-cell Lymphoma in PET-negative Complete Remission After R-CHOP or R-CHOP-like Therapy",geriatric_use,NCT01510184,C0079731,B-Cell Lymphomas,FDA,en,0
,R-CHOP,0,CHEMICAL,jnlpba,"A Phase 3, Open-label, Multicenter, Randomized Study of Sequential Zevalin (Ibritumomab Tiuxetan) Versus Observation in Patients at Least 60 Years of Age With Newly Diagnosed Diffuse Large B-cell Lymphoma in PET-negative Complete Remission After R-CHOP or R-CHOP-like Therapy",geriatric_use,NCT01510184,C0393023,R-CHOP Regimen,FDA,en,0
,Blood Cells,0,CELL,bionlp,Age of Red Blood Cells in Premature Infants Study (ARIPI),pediatric_use,NCT00326924,C0005773,Blood Cells,FDA,en,0
,R-CHOP-like,0,CHEMICAL,jnlpba,"A Phase 3, Open-label, Multicenter, Randomized Study of Sequential Zevalin (Ibritumomab Tiuxetan) Versus Observation in Patients at Least 60 Years of Age With Newly Diagnosed Diffuse Large B-cell Lymphoma in PET-negative Complete Remission After R-CHOP or R-CHOP-like Therapy",geriatric_use,NCT01510184,,,FDA,en,0
,Zevalin,0,SIMPLE_CHEMICAL,bionlp,"A Phase 3, Open-label, Multicenter, Randomized Study of Sequential Zevalin (Ibritumomab Tiuxetan) Versus Observation in Patients at Least 60 Years of Age With Newly Diagnosed Diffuse Large B-cell Lymphoma in PET-negative Complete Remission After R-CHOP or R-CHOP-like Therapy",geriatric_use,NCT01510184,C0919274,Zevalin,FDA,en,0
,Patients,0,ORGANISM,bionlp,"A Phase 3, Open-label, Multicenter, Randomized Study of Sequential Zevalin (Ibritumomab Tiuxetan) Versus Observation in Patients at Least 60 Years of Age With Newly Diagnosed Diffuse Large B-cell Lymphoma in PET-negative Complete Remission After R-CHOP or R-CHOP-like Therapy",geriatric_use,NCT01510184,C0030705,Patients,FDA,en,0
,Diffuse Large B-cell Lymphoma,0,CANCER,bionlp,"A Phase 3, Open-label, Multicenter, Randomized Study of Sequential Zevalin (Ibritumomab Tiuxetan) Versus Observation in Patients at Least 60 Years of Age With Newly Diagnosed Diffuse Large B-cell Lymphoma in PET-negative Complete Remission After R-CHOP or R-CHOP-like Therapy",geriatric_use,NCT01510184,C0079744,Diffuse Large B-Cell Lymphoma,FDA,en,0
,R-CHOP,0,SIMPLE_CHEMICAL,bionlp,"A Phase 3, Open-label, Multicenter, Randomized Study of Sequential Zevalin (Ibritumomab Tiuxetan) Versus Observation in Patients at Least 60 Years of Age With Newly Diagnosed Diffuse Large B-cell Lymphoma in PET-negative Complete Remission After R-CHOP or R-CHOP-like Therapy",geriatric_use,NCT01510184,C0393023,R-CHOP Regimen,FDA,en,0
,R-CHOP-like,0,SIMPLE_CHEMICAL,bionlp,"A Phase 3, Open-label, Multicenter, Randomized Study of Sequential Zevalin (Ibritumomab Tiuxetan) Versus Observation in Patients at Least 60 Years of Age With Newly Diagnosed Diffuse Large B-cell Lymphoma in PET-negative Complete Remission After R-CHOP or R-CHOP-like Therapy",geriatric_use,NCT01510184,,,FDA,en,0
,Polymorphism,0,SO,craft,Polymorphism Interaction to Predict Bevacizumab Efficacy in Advanced Breast Cancer Patients: an Exploratory Retrospective Analysis,indications,NCT01935102,C0032529,Genetic Polymorphism,FDA,en,0
,Bevacizumab,0,CHEMICAL,jnlpba,Polymorphism Interaction to Predict Bevacizumab Efficacy in Advanced Breast Cancer Patients: an Exploratory Retrospective Analysis,indications,NCT01935102,C0796392,bevacizumab,FDA,en,0
,Breast Cancer,0,DISEASE,jnlpba,Polymorphism Interaction to Predict Bevacizumab Efficacy in Advanced Breast Cancer Patients: an Exploratory Retrospective Analysis,indications,NCT01935102,C0006142,Malignant neoplasm of breast,FDA,en,0
,Bevacizumab,0,SIMPLE_CHEMICAL,bionlp,Polymorphism Interaction to Predict Bevacizumab Efficacy in Advanced Breast Cancer Patients: an Exploratory Retrospective Analysis,indications,NCT01935102,C0796392,bevacizumab,FDA,en,0
,Breast Cancer Patients,0,CANCER,bionlp,Polymorphism Interaction to Predict Bevacizumab Efficacy in Advanced Breast Cancer Patients: an Exploratory Retrospective Analysis,indications,NCT01935102,C0006142,Malignant neoplasm of breast,FDA,en,0
,O2,0,CHEBI,craft,Opsens Optowire for Fractional Flow Reserve - The O2 Pilot Study,adverse_reactions,NCT02144090,C0030054,oxygen,FDA,en,0
,O2 Pilot,0,CHEMICAL,jnlpba,Opsens Optowire for Fractional Flow Reserve - The O2 Pilot Study,adverse_reactions,NCT02144090,C0030054,oxygen,FDA,en,0
,O2,0,SIMPLE_CHEMICAL,bionlp,Opsens Optowire for Fractional Flow Reserve - The O2 Pilot Study,adverse_reactions,NCT02144090,C0030054,oxygen,FDA,en,0
,Children,0,ORGANISM,bionlp,Non-invasive Ventilation Generated by External Chest Pressure in Children,warnings,NCT01394172,C0008059,Child,FDA,en,0
,IMGN853,0,DNA,jnlpba,"A Phase 1, First-in-Human Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of IMGN853 in Adults With Ovarian Cancer and Other FOLR1-Positive Solid Tumors",pediatric_use,NCT01609556,C3640818,IMGN853,FDA,en,0
,Ovarian Cancer,0,DISEASE,jnlpba,"A Phase 1, First-in-Human Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of IMGN853 in Adults With Ovarian Cancer and Other FOLR1-Positive Solid Tumors",pediatric_use,NCT01609556,C0919267,ovarian neoplasm,FDA,en,0
,Tumors,0,DISEASE,jnlpba,"A Phase 1, First-in-Human Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of IMGN853 in Adults With Ovarian Cancer and Other FOLR1-Positive Solid Tumors",pediatric_use,NCT01609556,C0027651,Neoplasms,FDA,en,0
,First-in-Human,0,ORGANISM,bionlp,"A Phase 1, First-in-Human Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of IMGN853 in Adults With Ovarian Cancer and Other FOLR1-Positive Solid Tumors",pediatric_use,NCT01609556,C4684677,First-in-Human Study,FDA,en,0
,Ovarian Cancer,0,CANCER,bionlp,"A Phase 1, First-in-Human Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of IMGN853 in Adults With Ovarian Cancer and Other FOLR1-Positive Solid Tumors",pediatric_use,NCT01609556,C0919267,ovarian neoplasm,FDA,en,0
,Solid Tumors,0,CANCER,bionlp,"A Phase 1, First-in-Human Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of IMGN853 in Adults With Ovarian Cancer and Other FOLR1-Positive Solid Tumors",pediatric_use,NCT01609556,C0280100,Solid Neoplasm,FDA,en,0
,Cardiac,0,ORGAN,bionlp,Design and Evaluation of a Brief Motivational Intervention to Promote Enrolment in Outpatient Cardiac Rehabilitation,adverse_reactions,NCT02721758,C0018787,Heart,FDA,en,0
,Intravenous,0,CHEBI,craft,A Randomized Double-blind Comparison of a 5 Unit Intravenous Oxytocin Bolus Versus Placebo as a Strategy to Prevent Uterine Atony at Cesarean Section in Women Who Are at Increased Risk of Post-Partum Hemorrhage,warnings,NCT00257803,C0348016,Intravenous,FDA,en,0
,5 Unit,0,DNA,jnlpba,A Randomized Double-blind Comparison of a 5 Unit Intravenous Oxytocin Bolus Versus Placebo as a Strategy to Prevent Uterine Atony at Cesarean Section in Women Who Are at Increased Risk of Post-Partum Hemorrhage,warnings,NCT00257803,,,FDA,en,0
,Oxytocin,0,CHEMICAL,jnlpba,A Randomized Double-blind Comparison of a 5 Unit Intravenous Oxytocin Bolus Versus Placebo as a Strategy to Prevent Uterine Atony at Cesarean Section in Women Who Are at Increased Risk of Post-Partum Hemorrhage,warnings,NCT00257803,C0030095,oxytocin,FDA,en,0
,Intravenous Oxytocin Bolus Versus,0,IMMATERIAL_ANATOMICAL_ENTITY,bionlp,A Randomized Double-blind Comparison of a 5 Unit Intravenous Oxytocin Bolus Versus Placebo as a Strategy to Prevent Uterine Atony at Cesarean Section in Women Who Are at Increased Risk of Post-Partum Hemorrhage,warnings,NCT00257803,C0348016,Intravenous,FDA,en,0
,Uterine,0,ORGAN,bionlp,A Randomized Double-blind Comparison of a 5 Unit Intravenous Oxytocin Bolus Versus Placebo as a Strategy to Prevent Uterine Atony at Cesarean Section in Women Who Are at Increased Risk of Post-Partum Hemorrhage,warnings,NCT00257803,C0042149,Uterus,FDA,en,0
,Cesarean,0,ANATOMICAL_SYSTEM,bionlp,A Randomized Double-blind Comparison of a 5 Unit Intravenous Oxytocin Bolus Versus Placebo as a Strategy to Prevent Uterine Atony at Cesarean Section in Women Who Are at Increased Risk of Post-Partum Hemorrhage,warnings,NCT00257803,C3841297,Cesarean,FDA,en,0
,Women,0,ORGANISM,bionlp,A Randomized Double-blind Comparison of a 5 Unit Intravenous Oxytocin Bolus Versus Placebo as a Strategy to Prevent Uterine Atony at Cesarean Section in Women Who Are at Increased Risk of Post-Partum Hemorrhage,warnings,NCT00257803,C0043210,Woman,FDA,en,0
,Vitamin B12,0,CHEBI,craft,"Efficacy of The Daily Consumption of Vitamin B12 Fortified Yoghurt on Vitamin B12 Status of Healthy Older Adults - A Double-blind, Randomized Controlled Trial",warnings,NCT05993962,C0042845,vitamin B12,FDA,en,0
,B12,0,PROTEIN,jnlpba,"Efficacy of The Daily Consumption of Vitamin B12 Fortified Yoghurt on Vitamin B12 Status of Healthy Older Adults - A Double-blind, Randomized Controlled Trial",warnings,NCT05993962,,,FDA,en,0
,Vitamin B12,0,CHEMICAL,jnlpba,"Efficacy of The Daily Consumption of Vitamin B12 Fortified Yoghurt on Vitamin B12 Status of Healthy Older Adults - A Double-blind, Randomized Controlled Trial",warnings,NCT05993962,C0042845,vitamin B12,FDA,en,0
,Vitamin B12,0,SIMPLE_CHEMICAL,bionlp,"Efficacy of The Daily Consumption of Vitamin B12 Fortified Yoghurt on Vitamin B12 Status of Healthy Older Adults - A Double-blind, Randomized Controlled Trial",warnings,NCT05993962,C0042845,vitamin B12,FDA,en,0
,Adults - A,0,CANCER,bionlp,"Efficacy of The Daily Consumption of Vitamin B12 Fortified Yoghurt on Vitamin B12 Status of Healthy Older Adults - A Double-blind, Randomized Controlled Trial",warnings,NCT05993962,C0001675,Adult,FDA,en,0
,Insulin,0,GGP,craft,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0021641,Insulin,FDA,en,0
,Fatty Acids,0,CHEBI,craft,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0015684,Fatty Acids,FDA,en,0
,Inositols,0,CHEBI,craft,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0021547,inositol,FDA,en,0
,Insulin,0,PROTEIN,jnlpba,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0021641,Insulin,FDA,en,0
,Hyperandrogenism,0,DISEASE,jnlpba,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0206081,Hyperandrogenism,FDA,en,0
,Inositols,0,CHEMICAL,jnlpba,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0021547,inositol,FDA,en,0
,Polycystic Ovary Syndrome,0,DISEASE,jnlpba,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0032460,Polycystic Ovary Syndrome,FDA,en,0
,Insulin,0,GENE_OR_GENE_PRODUCT,bionlp,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0021641,Insulin,FDA,en,0
,Free Fatty Acids,0,SIMPLE_CHEMICAL,bionlp,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0015688,Nonesterified Fatty Acids,FDA,en,0
,Inositols,0,SIMPLE_CHEMICAL,bionlp,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0021547,inositol,FDA,en,0
,Women,0,ORGANISM,bionlp,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0043210,Woman,FDA,en,0
,Polycystic Ovary,0,CANCER,bionlp,Role of Insulin Action and Free Fatty Acids in Hyperandrogenism and Role of Metabolism of Inositols in Insulin Resistance of Women With Polycystic Ovary Syndrome,mechanism_of_action,NCT01019356,C0032460,Polycystic Ovary Syndrome,FDA,en,0
,ABBV-8E12,0,CHEMICAL,jnlpba,"A Phase 2 Multiple Dose, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of ABBV-8E12 in Subjects With Early Alzheimer's Disease",pediatric_use,NCT02880956,C4742538,ABBV-8E12,FDA,en,0
,Alzheimer's Disease,0,DISEASE,jnlpba,"A Phase 2 Multiple Dose, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of ABBV-8E12 in Subjects With Early Alzheimer's Disease",pediatric_use,NCT02880956,C0002395,Alzheimer's Disease,FDA,en,0
,Environmental Factors,0,PROTEIN,jnlpba,"A Pan-Canadian, Multi-ethnic Cohort Study in Healthy Participants Aimed to Better Understand the Impact of Individual, Socioeconomic and Other Environmental Factors Leading to Cardiac and Vascular Disease",indications,NCT02220582,C1516998,Exogenous Factors,FDA,en,0
,Cardiac,0,CELL,bionlp,"A Pan-Canadian, Multi-ethnic Cohort Study in Healthy Participants Aimed to Better Understand the Impact of Individual, Socioeconomic and Other Environmental Factors Leading to Cardiac and Vascular Disease",indications,NCT02220582,C0018787,Heart,FDA,en,0
